"date" "word" "n" "year_total" "word_total"
1985-09-15 "president" 331 231982 18758
1985-09-15 "principles" 527 231982 16368
1985-09-15 "process" 388 231982 19495
1985-09-15 "progress" 391 231982 17577
1985-09-15 "question" 348 231982 11259
1985-09-15 "recent" 269 231982 11188
1985-09-15 "regard" 238 231982 11452
1985-09-15 "region" 637 231982 21386
1985-09-15 "regional" 246 231982 13213
1985-09-15 "relations" 540 231982 18910
1985-09-15 "republic" 491 231982 23316
1985-09-15 "resolution" 312 231982 14938
1985-09-15 "resolutions" 336 231982 10068
1985-09-15 "resources" 308 231982 15034
1985-09-15 "respect" 388 231982 17360
1985-09-15 "responsibility" 248 231982 10002
1985-09-15 "rights" 724 231982 33678
1985-09-15 "role" 348 231982 15396
1985-09-15 "secretary" 424 231982 18224
1985-09-15 "security" 1234 231982 58620
1985-09-15 "session" 554 231982 29355
1985-09-15 "settlement" 303 231982 10468
1985-09-15 "situation" 776 231982 22626
1985-09-15 "social" 492 231982 21320
1985-09-15 "solution" 516 231982 14990
1985-09-15 "south" 1251 231982 26854
1985-09-15 "special" 217 231982 12822
1985-09-15 "stability" 234 231982 11323
1985-09-15 "support" 816 231982 30258
1985-09-15 "system" 553 231982 16129
1985-09-15 "terrorism" 144 231982 11726
1985-09-15 "time" 659 231982 25425
1985-09-15 "trade" 319 231982 12834
1985-09-15 "union" 221 231982 10537
1985-09-15 "united" 3361 231982 120949
1985-09-15 "view" 295 231982 11343
1985-09-15 "war" 835 231982 21426
1985-09-15 "weapons" 531 231982 16939
1985-09-15 "world" 2372 231982 89132
1986-09-15 "achieve" 213 226453 10213
1986-09-15 "action" 460 226453 16503
1986-09-15 "africa" 1164 226453 29980
1986-09-15 "african" 594 226453 18219
1986-09-15 "agreement" 299 226453 12320
1986-09-15 "arab" 257 226453 11247
1986-09-15 "arms" 467 226453 11210
1986-09-15 "assembly" 983 226453 39932
1986-09-15 "assistance" 184 226453 11561
1986-09-15 "based" 254 226453 10704
1986-09-15 "challenges" 87 226453 10170
1986-09-15 "change" 110 226453 11309
1986-09-15 "charter" 528 226453 16097
1986-09-15 "commitment" 229 226453 10328
1986-09-15 "common" 261 226453 10870
1986-09-15 "community" 913 226453 37936
1986-09-15 "conference" 561 226453 21701
1986-09-15 "conflict" 398 226453 16727
1986-09-15 "conflicts" 250 226453 11456
1986-09-15 "continue" 486 226453 19221
1986-09-15 "cooperation" 12 226453 17552
1986-09-15 "council" 414 226453 29218
1986-09-15 "countries" 2191 226453 85811
1986-09-15 "country" 783 226453 39541
1986-09-15 "crisis" 461 226453 12500
1986-09-15 "delegation" 307 226453 12971
1986-09-15 "democratic" 336 226453 14000
1986-09-15 "determination" 333 226453 10119
1986-09-15 "developed" 268 226453 12428
1986-09-15 "developing" 580 226453 26012
1986-09-15 "development" 1007 226453 63063
1986-09-15 "disarmament" 441 226453 13285
1986-09-15 "east" 499 226453 18712
1986-09-15 "economic" 1514 226453 55155
1986-09-15 "effective" 274 226453 11485
1986-09-15 "efforts" 885 226453 35195
1986-09-15 "ensure" 216 226453 11643
1986-09-15 "financial" 393 226453 10368
1986-09-15 "force" 323 226453 10217
1986-09-15 "forces" 280 226453 10811
1986-09-15 "foreign" 429 226453 13288
1986-09-15 "free" 283 226453 10472
1986-09-15 "freedom" 277 226453 10391
1986-09-15 "future" 350 226453 15552
1986-09-15 "global" 240 226453 21899
1986-09-15 "government" 926 226453 36814
1986-09-15 "hope" 518 226453 19418
1986-09-15 "human" 617 226453 36657
1986-09-15 "implementation" 218 226453 10777
1986-09-15 "including" 244 226453 10842
1986-09-15 "independence" 504 226453 14069
1986-09-15 "international" 3247 226453 117236
1986-09-15 "israel" 226 226453 10545
1986-09-15 "issues" 245 226453 11465
1986-09-15 "justice" 256 226453 10896
1986-09-15 "law" 252 226453 13993
1986-09-15 "major" 269 226453 10592
1986-09-15 "means" 339 226453 11658
1986-09-15 "measures" 404 226453 12398
1986-09-15 "middle" 336 226453 12987
1986-09-15 "military" 429 226453 12335
1986-09-15 "national" 494 226453 23575
1986-09-15 "nations" 2830 226453 124786
1986-09-15 "negotiations" 390 226453 13235
1986-09-15 "nuclear" 929 226453 22934
1986-09-15 "operation" 797 226453 15661
1986-09-15 "organization" 1123 226453 35640
1986-09-15 "palestinian" 250 226453 10259
1986-09-15 "parties" 313 226453 11257
1986-09-15 "past" 261 226453 10918
1986-09-15 "peace" 2200 226453 77842
1986-09-15 "peaceful" 549 226453 15088
1986-09-15 "people" 1268 226453 54354
1986-09-15 "peoples" 700 226453 25181
1986-09-15 "policy" 385 226453 13567
1986-09-15 "political" 979 226453 33692
1986-09-15 "poverty" 98 226453 10387
1986-09-15 "powers" 374 226453 10041
1986-09-15 "president" 334 226453 18758
1986-09-15 "principles" 472 226453 16368
1986-09-15 "process" 402 226453 19495
1986-09-15 "progress" 328 226453 17577
1986-09-15 "question" 391 226453 11259
1986-09-15 "recent" 265 226453 11188
1986-09-15 "regard" 271 226453 11452
1986-09-15 "region" 664 226453 21386
1986-09-15 "regional" 327 226453 13213
1986-09-15 "relations" 598 226453 18910
1986-09-15 "republic" 409 226453 23316
1986-09-15 "resolution" 303 226453 14938
1986-09-15 "resolutions" 284 226453 10068
1986-09-15 "resources" 317 226453 15034
1986-09-15 "respect" 436 226453 17360
1986-09-15 "responsibility" 256 226453 10002
1986-09-15 "rights" 585 226453 33678
1986-09-15 "role" 310 226453 15396
1986-09-15 "secretary" 454 226453 18224
1986-09-15 "security" 1306 226453 58620
1986-09-15 "session" 794 226453 29355
1986-09-15 "settlement" 301 226453 10468
1986-09-15 "situation" 879 226453 22626
1986-09-15 "social" 378 226453 21320
1986-09-15 "solution" 495 226453 14990
1986-09-15 "south" 1355 226453 26854
1986-09-15 "special" 359 226453 12822
1986-09-15 "stability" 247 226453 11323
1986-09-15 "support" 819 226453 30258
1986-09-15 "system" 537 226453 16129
1986-09-15 "terrorism" 357 226453 11726
1986-09-15 "time" 623 226453 25425
1986-09-15 "trade" 364 226453 12834
1986-09-15 "union" 194 226453 10537
1986-09-15 "united" 2767 226453 120949
1986-09-15 "view" 297 226453 11343
1986-09-15 "war" 667 226453 21426
1986-09-15 "weapons" 422 226453 16939
1986-09-15 "world" 2041 226453 89132
1987-09-15 "achieve" 217 220671 10213
1987-09-15 "action" 386 220671 16503
1987-09-15 "africa" 919 220671 29980
1987-09-15 "african" 500 220671 18219
1987-09-15 "agreement" 569 220671 12320
1987-09-15 "arab" 200 220671 11247
1987-09-15 "arms" 350 220671 11210
1987-09-15 "assembly" 884 220671 39932
1987-09-15 "assistance" 192 220671 11561
1987-09-15 "based" 260 220671 10704
1987-09-15 "challenges" 101 220671 10170
1987-09-15 "change" 125 220671 11309
1987-09-15 "charter" 429 220671 16097
1987-09-15 "commitment" 184 220671 10328
1987-09-15 "common" 270 220671 10870
1987-09-15 "community" 883 220671 37936
1987-09-15 "conference" 736 220671 21701
1987-09-15 "conflict" 544 220671 16727
1987-09-15 "conflicts" 255 220671 11456
1987-09-15 "continue" 465 220671 19221
1987-09-15 "cooperation" 1 220671 17552
1987-09-15 "council" 612 220671 29218
1987-09-15 "countries" 2321 220671 85811
1987-09-15 "country" 797 220671 39541
1987-09-15 "crisis" 284 220671 12500
1987-09-15 "delegation" 313 220671 12971
1987-09-15 "democratic" 295 220671 14000
1987-09-15 "determination" 344 220671 10119
1987-09-15 "developed" 270 220671 12428
1987-09-15 "developing" 674 220671 26012
1987-09-15 "development" 1241 220671 63063
1987-09-15 "disarmament" 587 220671 13285
1987-09-15 "east" 551 220671 18712
1987-09-15 "economic" 1457 220671 55155
1987-09-15 "effective" 253 220671 11485
1987-09-15 "efforts" 975 220671 35195
1987-09-15 "ensure" 271 220671 11643
1987-09-15 "financial" 285 220671 10368
1987-09-15 "force" 264 220671 10217
1987-09-15 "forces" 370 220671 10811
1987-09-15 "foreign" 541 220671 13288
1987-09-15 "free" 300 220671 10472
1987-09-15 "freedom" 304 220671 10391
1987-09-15 "future" 350 220671 15552
1987-09-15 "global" 273 220671 21899
1987-09-15 "government" 757 220671 36814
1987-09-15 "hope" 547 220671 19418
1987-09-15 "human" 632 220671 36657
1987-09-15 "implementation" 275 220671 10777
1987-09-15 "including" 218 220671 10842
1987-09-15 "independence" 412 220671 14069
1987-09-15 "international" 3004 220671 117236
1987-09-15 "israel" 139 220671 10545
1987-09-15 "issues" 261 220671 11465
1987-09-15 "justice" 226 220671 10896
1987-09-15 "law" 183 220671 13993
1987-09-15 "major" 244 220671 10592
1987-09-15 "means" 293 220671 11658
1987-09-15 "measures" 367 220671 12398
1987-09-15 "middle" 334 220671 12987
1987-09-15 "military" 379 220671 12335
1987-09-15 "national" 529 220671 23575
1987-09-15 "nations" 2556 220671 124786
1987-09-15 "negotiations" 323 220671 13235
1987-09-15 "nuclear" 775 220671 22934
1987-09-15 "operation" 771 220671 15661
1987-09-15 "organization" 911 220671 35640
1987-09-15 "palestinian" 233 220671 10259
1987-09-15 "parties" 357 220671 11257
1987-09-15 "past" 209 220671 10918
1987-09-15 "peace" 2013 220671 77842
1987-09-15 "peaceful" 467 220671 15088
1987-09-15 "people" 1230 220671 54354
1987-09-15 "peoples" 617 220671 25181
1987-09-15 "policy" 406 220671 13567
1987-09-15 "political" 984 220671 33692
1987-09-15 "poverty" 84 220671 10387
1987-09-15 "powers" 312 220671 10041
1987-09-15 "president" 371 220671 18758
1987-09-15 "principles" 424 220671 16368
1987-09-15 "process" 455 220671 19495
1987-09-15 "progress" 421 220671 17577
1987-09-15 "question" 324 220671 11259
1987-09-15 "recent" 302 220671 11188
1987-09-15 "regard" 266 220671 11452
1987-09-15 "region" 787 220671 21386
1987-09-15 "regional" 339 220671 13213
1987-09-15 "relations" 540 220671 18910
1987-09-15 "republic" 464 220671 23316
1987-09-15 "resolution" 583 220671 14938
1987-09-15 "resolutions" 276 220671 10068
1987-09-15 "resources" 379 220671 15034
1987-09-15 "respect" 412 220671 17360
1987-09-15 "responsibility" 241 220671 10002
1987-09-15 "rights" 577 220671 33678
1987-09-15 "role" 326 220671 15396
1987-09-15 "secretary" 562 220671 18224
1987-09-15 "security" 1430 220671 58620
1987-09-15 "session" 624 220671 29355
1987-09-15 "settlement" 336 220671 10468
1987-09-15 "situation" 717 220671 22626
1987-09-15 "social" 507 220671 21320
1987-09-15 "solution" 547 220671 14990
1987-09-15 "south" 1132 220671 26854
1987-09-15 "special" 252 220671 12822
1987-09-15 "stability" 261 220671 11323
1987-09-15 "support" 877 220671 30258
1987-09-15 "system" 521 220671 16129
1987-09-15 "terrorism" 154 220671 11726
1987-09-15 "time" 646 220671 25425
1987-09-15 "trade" 379 220671 12834
1987-09-15 "union" 260 220671 10537
1987-09-15 "united" 2502 220671 120949
1987-09-15 "view" 304 220671 11343
1987-09-15 "war" 672 220671 21426
1987-09-15 "weapons" 450 220671 16939
1987-09-15 "world" 2011 220671 89132
1988-09-15 "achieve" 271 225175 10213
1988-09-15 "action" 402 225175 16503
1988-09-15 "africa" 1007 225175 29980
1988-09-15 "african" 585 225175 18219
1988-09-15 "agreement" 417 225175 12320
1988-09-15 "arab" 197 225175 11247
1988-09-15 "arms" 283 225175 11210
1988-09-15 "assembly" 889 225175 39932
1988-09-15 "assistance" 262 225175 11561
1988-09-15 "based" 256 225175 10704
1988-09-15 "challenges" 103 225175 10170
1988-09-15 "change" 143 225175 11309
1988-09-15 "charter" 323 225175 16097
1988-09-15 "commitment" 245 225175 10328
1988-09-15 "common" 253 225175 10870
1988-09-15 "community" 932 225175 37936
1988-09-15 "conference" 516 225175 21701
1988-09-15 "conflict" 447 225175 16727
1988-09-15 "conflicts" 427 225175 11456
1988-09-15 "continue" 532 225175 19221
1988-09-15 "cooperation" 6 225175 17552
1988-09-15 "council" 512 225175 29218
1988-09-15 "countries" 2211 225175 85811
1988-09-15 "country" 799 225175 39541
1988-09-15 "crisis" 315 225175 12500
1988-09-15 "delegation" 364 225175 12971
1988-09-15 "democratic" 285 225175 14000
1988-09-15 "determination" 341 225175 10119
1988-09-15 "developed" 248 225175 12428
1988-09-15 "developing" 614 225175 26012
1988-09-15 "development" 1289 225175 63063
1988-09-15 "disarmament" 678 225175 13285
1988-09-15 "east" 536 225175 18712
1988-09-15 "economic" 1479 225175 55155
1988-09-15 "effective" 241 225175 11485
1988-09-15 "efforts" 1073 225175 35195
1988-09-15 "ensure" 244 225175 11643
1988-09-15 "financial" 332 225175 10368
1988-09-15 "force" 198 225175 10217
1988-09-15 "forces" 385 225175 10811
1988-09-15 "foreign" 439 225175 13288
1988-09-15 "free" 292 225175 10472
1988-09-15 "freedom" 240 225175 10391
1988-09-15 "future" 398 225175 15552
1988-09-15 "global" 282 225175 21899
1988-09-15 "government" 752 225175 36814
1988-09-15 "hope" 764 225175 19418
1988-09-15 "human" 845 225175 36657
1988-09-15 "implementation" 329 225175 10777
1988-09-15 "including" 233 225175 10842
1988-09-15 "independence" 382 225175 14069
1988-09-15 "international" 3058 225175 117236
1988-09-15 "israel" 202 225175 10545
1988-09-15 "issues" 259 225175 11465
1988-09-15 "justice" 202 225175 10896
1988-09-15 "law" 228 225175 13993
1988-09-15 "major" 307 225175 10592
1988-09-15 "means" 245 225175 11658
1988-09-15 "measures" 354 225175 12398
1988-09-15 "middle" 304 225175 12987
1988-09-15 "military" 313 225175 12335
1988-09-15 "national" 450 225175 23575
1988-09-15 "nations" 2854 225175 124786
1988-09-15 "negotiations" 526 225175 13235
1988-09-15 "nuclear" 669 225175 22934
1988-09-15 "operation" 793 225175 15661
1988-09-15 "organization" 822 225175 35640
1988-09-15 "palestinian" 354 225175 10259
1988-09-15 "parties" 507 225175 11257
1988-09-15 "past" 300 225175 10918
1988-09-15 "peace" 2492 225175 77842
1988-09-15 "peaceful" 448 225175 15088
1988-09-15 "people" 1193 225175 54354
1988-09-15 "peoples" 557 225175 25181
1988-09-15 "policy" 323 225175 13567
1988-09-15 "political" 951 225175 33692
1988-09-15 "poverty" 133 225175 10387
1988-09-15 "powers" 301 225175 10041
1988-09-15 "president" 376 225175 18758
1988-09-15 "principles" 368 225175 16368
1988-09-15 "process" 532 225175 19495
1988-09-15 "progress" 525 225175 17577
1988-09-15 "question" 380 225175 11259
1988-09-15 "recent" 366 225175 11188
1988-09-15 "regard" 317 225175 11452
1988-09-15 "region" 662 225175 21386
1988-09-15 "regional" 459 225175 13213
1988-09-15 "relations" 638 225175 18910
1988-09-15 "republic" 470 225175 23316
1988-09-15 "resolution" 521 225175 14938
1988-09-15 "resolutions" 192 225175 10068
1988-09-15 "resources" 303 225175 15034
1988-09-15 "respect" 436 225175 17360
1988-09-15 "responsibility" 197 225175 10002
1988-09-15 "rights" 765 225175 33678
1988-09-15 "role" 444 225175 15396
1988-09-15 "secretary" 750 225175 18224
1988-09-15 "security" 1232 225175 58620
1988-09-15 "session" 803 225175 29355
1988-09-15 "settlement" 445 225175 10468
1988-09-15 "situation" 655 225175 22626
1988-09-15 "social" 469 225175 21320
1988-09-15 "solution" 527 225175 14990
1988-09-15 "south" 1102 225175 26854
1988-09-15 "special" 420 225175 12822
1988-09-15 "stability" 250 225175 11323
1988-09-15 "support" 705 225175 30258
1988-09-15 "system" 355 225175 16129
1988-09-15 "terrorism" 112 225175 11726
1988-09-15 "time" 678 225175 25425
1988-09-15 "trade" 313 225175 12834
1988-09-15 "union" 230 225175 10537
1988-09-15 "united" 2820 225175 120949
1988-09-15 "view" 342 225175 11343
1988-09-15 "war" 517 225175 21426
1988-09-15 "weapons" 522 225175 16939
1988-09-15 "world" 1847 225175 89132
1989-09-15 "achieve" 262 228330 10213
1989-09-15 "action" 391 228330 16503
1989-09-15 "africa" 795 228330 29980
1989-09-15 "african" 511 228330 18219
1989-09-15 "agreement" 323 228330 12320
1989-09-15 "arab" 281 228330 11247
1989-09-15 "arms" 236 228330 11210
1989-09-15 "assembly" 900 228330 39932
1989-09-15 "assistance" 285 228330 11561
1989-09-15 "based" 229 228330 10704
1989-09-15 "challenges" 142 228330 10170
1989-09-15 "change" 200 228330 11309
1989-09-15 "charter" 202 228330 16097
1989-09-15 "commitment" 195 228330 10328
1989-09-15 "common" 296 228330 10870
1989-09-15 "community" 1078 228330 37936
1989-09-15 "conference" 688 228330 21701
1989-09-15 "conflict" 398 228330 16727
1989-09-15 "conflicts" 375 228330 11456
1989-09-15 "continue" 488 228330 19221
1989-09-15 "cooperation" 49 228330 17552
1989-09-15 "council" 456 228330 29218
1989-09-15 "countries" 2595 228330 85811
1989-09-15 "country" 899 228330 39541
1989-09-15 "crisis" 229 228330 12500
1989-09-15 "delegation" 276 228330 12971
1989-09-15 "democratic" 303 228330 14000
1989-09-15 "determination" 303 228330 10119
1989-09-15 "developed" 364 228330 12428
1989-09-15 "developing" 831 228330 26012
1989-09-15 "development" 1360 228330 63063
1989-09-15 "disarmament" 422 228330 13285
1989-09-15 "east" 483 228330 18712
1989-09-15 "economic" 1644 228330 55155
1989-09-15 "effective" 260 228330 11485
1989-09-15 "efforts" 1142 228330 35195
1989-09-15 "ensure" 276 228330 11643
1989-09-15 "financial" 271 228330 10368
1989-09-15 "force" 218 228330 10217
1989-09-15 "forces" 370 228330 10811
1989-09-15 "foreign" 395 228330 13288
1989-09-15 "free" 314 228330 10472
1989-09-15 "freedom" 278 228330 10391
1989-09-15 "future" 399 228330 15552
1989-09-15 "global" 499 228330 21899
1989-09-15 "government" 720 228330 36814
1989-09-15 "hope" 634 228330 19418
1989-09-15 "human" 718 228330 36657
1989-09-15 "implementation" 289 228330 10777
1989-09-15 "including" 283 228330 10842
